"STATENAME","COUNTYNAME","GEOID","MEDHHINCOME"
"Alabama","Autauga County","01001",57982
"Alabama","Baldwin County","01003",61756
"Alabama","Barbour County","01005",34990
"Alabama","Bibb County","01007",51721
"Alabama","Blount County","01009",48922
"Alabama","Bullock County","01011",33866
"Alabama","Butler County","01013",44850
"Alabama","Calhoun County","01015",50128
"Alabama","Chambers County","01017",43875
"Alabama","Cherokee County","01019",42509
"Alabama","Chilton County","01021",52141
"Alabama","Choctaw County","01023",36634
"Alabama","Clarke County","01025",37345
"Alabama","Clay County","01027",42678
"Alabama","Cleburne County","01029",46320
"Alabama","Coffee County","01031",56799
"Alabama","Colbert County","01033",47962
"Alabama","Conecuh County","01035",35444
"Alabama","Coosa County","01037",43571
"Alabama","Covington County","01039",42566
"Alabama","Crenshaw County","01041",42611
"Alabama","Cullman County","01043",48388
"Alabama","Dale County","01045",45644
"Alabama","Dallas County","01047",33317
"Alabama","DeKalb County","01049",42267
"Alabama","Elmore County","01051",62324
"Alabama","Escambia County","01053",35558
"Alabama","Etowah County","01055",44934
"Alabama","Fayette County","01057",41469
"Alabama","Franklin County","01059",41174
"Alabama","Geneva County","01061",41569
"Alabama","Greene County","01063",26688
"Alabama","Hale County","01065",30793
"Alabama","Henry County","01067",51715
"Alabama","Houston County","01069",49069
"Alabama","Jackson County","01071",42578
"Alabama","Jefferson County","01073",55088
"Alabama","Lamar County","01075",42688
"Alabama","Lauderdale County","01077",48428
"Alabama","Lawrence County","01079",47125
"Alabama","Lee County","01081",52930
"Alabama","Limestone County","01083",64270
"Alabama","Lowndes County","01085",33634
"Alabama","Macon County","01087",35450
"Alabama","Madison County","01089",66887
"Alabama","Marengo County","01091",33029
"Alabama","Marion County","01093",40978
"Alabama","Marshall County","01095",50216
"Alabama","Mobile County","01097",49625
"Alabama","Monroe County","01099",31969
"Alabama","Montgomery County","01101",51963
"Alabama","Morgan County","01103",52923
"Alabama","Perry County","01105",23875
"Alabama","Pickens County","01107",40362
"Alabama","Pike County","01109",39218
"Alabama","Randolph County","01111",45141
"Alabama","Russell County","01113",42208
"Alabama","Shelby County","01117",78889
"Alabama","St. Clair County","01115",62531
"Alabama","Sumter County","01119",26150
"Alabama","Talladega County","01121",43969
"Alabama","Tallapoosa County","01123",48160
"Alabama","Tuscaloosa County","01125",54283
"Alabama","Walker County","01127",45833
"Alabama","Washington County","01129",42331
"Alabama","Wilcox County","01131",35063
"Alabama","Winston County","01133",40991
"Alaska","Aleutians East Borough","02013",75833
"Alaska","Aleutians West Census Area","02016",87443
"Alaska","Anchorage Municipality","02020",84813
"Alaska","Bethel Census Area","02050",54400
"Alaska","Bristol Bay Borough","02060",79808
"Alaska","Chugach Census Area","02063",90776
"Alaska","Copper River Census Area","02066",64745
"Alaska","Denali Borough","02068",76364
"Alaska","Dillingham Census Area","02070",57436
"Alaska","Fairbanks North Star Borough","02090",76464
"Alaska","Haines Borough","02100",65014
"Alaska","Hoonah-Angoon Census Area","02105",59926
"Alaska","Juneau City and Borough","02110",88077
"Alaska","Kenai Peninsula Borough","02122",69245
"Alaska","Ketchikan Gateway Borough","02130",74678
"Alaska","Kodiak Island Borough","02150",79173
"Alaska","Kusilvak Census Area","02158",37358
"Alaska","Lake and Peninsula Borough","02164",48750
"Alaska","Matanuska-Susitna Borough","02170",76118
"Alaska","Nome Census Area","02180",62843
"Alaska","North Slope Borough","02185",79083
"Alaska","Northwest Arctic Borough","02188",63750
"Alaska","Petersburg Borough","02195",68667
"Alaska","Prince of Wales-Hyder Census Area","02198",54018
"Alaska","Sitka City and Borough","02220",81708
"Alaska","Skagway Municipality","02230",71875
"Alaska","Southeast Fairbanks Census Area","02240",66941
"Alaska","Wrangell City and Borough","02275",58438
"Alaska","Yakutat City and Borough","02282",59517
"Alaska","Yukon-Koyukuk Census Area","02290",41728
"Arizona","Apache County","04001",33967
"Arizona","Cochise County","04003",51505
"Arizona","Coconino County","04005",59000
"Arizona","Gila County","04007",46907
"Arizona","Graham County","04009",55693
"Arizona","Greenlee County","04011",66368
"Arizona","La Paz County","04012",34956
"Arizona","Maricopa County","04013",67799
"Arizona","Mohave County","04015",47686
"Arizona","Navajo County","04017",43140
"Arizona","Pima County","04019",55023
"Arizona","Pinal County","04021",60968
"Arizona","Santa Cruz County","04023",41424
"Arizona","Yavapai County","04025",53329
"Arizona","Yuma County","04027",48790
"Arkansas","Arkansas County","05001",51000
"Arkansas","Ashley County","05003",43601
"Arkansas","Baxter County","05005",43504
"Arkansas","Benton County","05007",71556
"Arkansas","Boone County","05009",46392
"Arkansas","Bradley County","05011",41808
"Arkansas","Calhoun County","05013",50441
"Arkansas","Carroll County","05015",48249
"Arkansas","Chicot County","05017",33523
"Arkansas","Clark County","05019",39500
"Arkansas","Clay County","05021",37933
"Arkansas","Cleburne County","05023",45563
"Arkansas","Cleveland County","05025",46349
"Arkansas","Columbia County","05027",37609
"Arkansas","Conway County","05029",44456
"Arkansas","Craighead County","05031",49730
"Arkansas","Crawford County","05033",48980
"Arkansas","Crittenden County","05035",42384
"Arkansas","Cross County","05037",44379
"Arkansas","Dallas County","05039",35134
"Arkansas","Desha County","05041",31855
"Arkansas","Drew County","05043",42924
"Arkansas","Faulkner County","05045",54191
"Arkansas","Franklin County","05047",37561
"Arkansas","Fulton County","05049",35274
"Arkansas","Garland County","05051",48150
"Arkansas","Grant County","05053",59051
"Arkansas","Greene County","05055",50083
"Arkansas","Hempstead County","05057",45484
"Arkansas","Hot Spring County","05059",46390
"Arkansas","Howard County","05061",38038
"Arkansas","Independence County","05063",48972
"Arkansas","Izard County","05065",42818
"Arkansas","Jackson County","05067",37885
"Arkansas","Jefferson County","05069",40402
"Arkansas","Johnson County","05071",39346
"Arkansas","Lafayette County","05073",33763
"Arkansas","Lawrence County","05075",40587
"Arkansas","Lee County","05077",27902
"Arkansas","Lincoln County","05079",46554
"Arkansas","Little River County","05081",48966
"Arkansas","Logan County","05083",44232
"Arkansas","Lonoke County","05085",59278
"Arkansas","Madison County","05087",41446
"Arkansas","Marion County","05089",38426
"Arkansas","Miller County","05091",45391
"Arkansas","Mississippi County","05093",42986
"Arkansas","Monroe County","05095",38438
"Arkansas","Montgomery County","05097",41165
"Arkansas","Nevada County","05099",39946
"Arkansas","Newton County","05101",39542
"Arkansas","Ouachita County","05103",38279
"Arkansas","Perry County","05105",44926
"Arkansas","Phillips County","05107",33724
"Arkansas","Pike County","05109",42983
"Arkansas","Poinsett County","05111",40700
"Arkansas","Polk County","05113",39084
"Arkansas","Pope County","05115",46004
"Arkansas","Prairie County","05117",42754
"Arkansas","Pulaski County","05119",52930
"Arkansas","Randolph County","05121",42844
"Arkansas","Saline County","05125",66876
"Arkansas","Scott County","05127",42635
"Arkansas","Searcy County","05129",35077
"Arkansas","Sebastian County","05131",47878
"Arkansas","Sevier County","05133",47872
"Arkansas","Sharp County","05135",35573
"Arkansas","St. Francis County","05123",36053
"Arkansas","Stone County","05137",36067
"Arkansas","Union County","05139",45293
"Arkansas","Van Buren County","05141",40442
"Arkansas","Washington County","05143",52380
"Arkansas","White County","05145",44000
"Arkansas","Woodruff County","05147",40331
"Arkansas","Yell County","05149",47981
"California","Alameda County","06001",104888
"California","Alpine County","06003",85750
"California","Amador County","06005",65187
"California","Butte County","06007",54972
"California","Calaveras County","06009",67054
"California","Colusa County","06011",59427
"California","Contra Costa County","06013",103997
"California","Del Norte County","06015",49981
"California","El Dorado County","06017",83710
"California","Fresno County","06019",57109
"California","Glenn County","06021",51682
"California","Humboldt County","06023",49235
"California","Imperial County","06025",46222
"California","Inyo County","06027",59296
"California","Kern County","06029",54851
"California","Kings County","06031",61556
"California","Lake County","06033",49254
"California","Lassen County","06035",56971
"California","Los Angeles County","06037",71358
"California","Madera County","06039",61924
"California","Marin County","06041",121671
"California","Mariposa County","06043",50960
"California","Mendocino County","06045",52915
"California","Merced County","06047",56330
"California","Modoc County","06049",51250
"California","Mono County","06051",64924
"California","Monterey County","06053",76943
"California","Napa County","06055",92219
"California","Nevada County","06057",68333
"California","Orange County","06059",94441
"California","Placer County","06061",93677
"California","Plumas County","06063",57233
"California","Riverside County","06065",70732
"California","Sacramento County","06067",70684
"California","San Benito County","06069",85808
"California","San Bernardino County","06071",65761
"California","San Diego County","06073",82426
"California","San Francisco County","06075",119136
"California","San Joaquin County","06077",68628
"California","San Luis Obispo County","06079",77948
"California","San Mateo County","06081",128091
"California","Santa Barbara County","06083",78925
"California","Santa Clara County","06085",130890
"California","Santa Cruz County","06087",89986
"California","Shasta County","06089",57139
"California","Sierra County","06091",52103
"California","Siskiyou County","06093",47403
"California","Solano County","06095",84638
"California","Sonoma County","06097",86173
"California","Stanislaus County","06099",62873
"California","Sutter County","06101",63502
"California","Tehama County","06103",48895
"California","Trinity County","06105",41780
"California","Tulare County","06107",52534
"California","Tuolumne County","06109",60509
"California","Ventura County","06111",89295
"California","Yolo County","06113",73746
"California","Yuba County","06115",59424
"Colorado","Adams County","08001",73817
"Colorado","Alamosa County","08003",41121
"Colorado","Arapahoe County","08005",80291
"Colorado","Archuleta County","08007",55658
"Colorado","Baca County","08009",34655
"Colorado","Bent County","08011",38083
"Colorado","Boulder County","08013",87476
"Colorado","Broomfield County","08014",101206
"Colorado","Chaffee County","08015",55176
"Colorado","Cheyenne County","08017",67763
"Colorado","Clear Creek County","08019",71919
"Colorado","Conejos County","08021",33611
"Colorado","Costilla County","08023",34732
"Colorado","Crowley County","08025",40785
"Colorado","Custer County","08027",60361
"Colorado","Delta County","08029",47968
"Colorado","Denver County","08031",72661
"Colorado","Dolores County","08033",56786
"Colorado","Douglas County","08035",121393
"Colorado","Eagle County","08037",85877
"Colorado","El Paso County","08041",71517
"Colorado","Elbert County","08039",104231
"Colorado","Fremont County","08043",52364
"Colorado","Garfield County","08045",75435
"Colorado","Gilpin County","08047",90547
"Colorado","Grand County","08049",71769
"Colorado","Gunnison County","08051",60557
"Colorado","Hinsdale County","08053",39038
"Colorado","Huerfano County","08055",40255
"Colorado","Jackson County","08057",46157
"Colorado","Jefferson County","08059",87793
"Colorado","Kiowa County","08061",39503
"Colorado","Kit Carson County","08063",50411
"Colorado","La Plata County","08067",69291
"Colorado","Lake County","08065",65858
"Colorado","Larimer County","08069",76366
"Colorado","Las Animas County","08071",44159
"Colorado","Lincoln County","08073",47042
"Colorado","Logan County","08075",49560
"Colorado","Mesa County","08077",57157
"Colorado","Mineral County","08079",53571
"Colorado","Moffat County","08081",54583
"Colorado","Montezuma County","08083",50717
"Colorado","Montrose County","08085",54611
"Colorado","Morgan County","08087",58468
"Colorado","Otero County","08089",43075
"Colorado","Ouray County","08091",68893
"Colorado","Park County","08093",76611
"Colorado","Phillips County","08095",50426
"Colorado","Pitkin County","08097",82455
"Colorado","Prowers County","08099",42648
"Colorado","Pueblo County","08101",49979
"Colorado","Rio Blanco County","08103",54247
"Colorado","Rio Grande County","08105",43570
"Colorado","Routt County","08107",76198
"Colorado","Saguache County","08109",45231
"Colorado","San Juan County","08111",56875
"Colorado","San Miguel County","08113",66898
"Colorado","Sedgwick County","08115",43875
"Colorado","Summit County","08117",80709
"Colorado","Teller County","08119",61463
"Colorado","Washington County","08121",51181
"Colorado","Weld County","08123",74332
"Colorado","Yuma County","08125",54393
"Connecticut","Fairfield County","09001",97539
"Connecticut","Hartford County","09003",76259
"Connecticut","Litchfield County","09005",81590
"Connecticut","Middlesex County","09007",84907
"Connecticut","New Haven County","09009",71370
"Connecticut","New London County","09011",75831
"Connecticut","Tolland County","09013",87809
"Connecticut","Windham County","09015",67365
"Delaware","Kent County","10001",60117
"Delaware","New Castle County","10003",75275
"Delaware","Sussex County","10005",64905
"District of Columbia","District of Columbia","11001",90842
"Florida","Alachua County","12001",50089
"Florida","Baker County","12003",62299
"Florida","Bay County","12005",56483
"Florida","Bradford County","12007",43580
"Florida","Brevard County","12009",59359
"Florida","Broward County","12011",60922
"Florida","Calhoun County","12013",38037
"Florida","Charlotte County","12015",52724
"Florida","Citrus County","12017",45689
"Florida","Clay County","12019",68657
"Florida","Collier County","12021",70217
"Florida","Columbia County","12023",44818
"Florida","DeSoto County","12027",36360
"Florida","Dixie County","12029",41674
"Florida","Duval County","12031",56769
"Florida","Escambia County","12033",53023
"Florida","Flagler County","12035",57536
"Florida","Franklin County","12037",48814
"Florida","Gadsden County","12039",41135
"Florida","Gilchrist County","12041",47381
"Florida","Glades County","12043",39709
"Florida","Gulf County","12045",50640
"Florida","Hamilton County","12047",38300
"Florida","Hardee County","12049",40165
"Florida","Hendry County","12051",36978
"Florida","Hernando County","12053",50280
"Florida","Highlands County","12055",43708
"Florida","Hillsborough County","12057",60566
"Florida","Holmes County","12059",39215
"Florida","Indian River County","12061",57945
"Florida","Jackson County","12063",40754
"Florida","Jefferson County","12065",49081
"Florida","Lafayette County","12067",51734
"Florida","Lake County","12069",55792
"Florida","Lee County","12071",59608
"Florida","Leon County","12073",54675
"Florida","Levy County","12075",38951
"Florida","Liberty County","12077",39121
"Florida","Madison County","12079",35240
"Florida","Manatee County","12081",59963
"Florida","Marion County","12083",46587
"Florida","Martin County","12085",65821
"Florida","Miami-Dade County","12086",53975
"Florida","Monroe County","12087",72012
"Florida","Nassau County","12089",72998
"Florida","Okaloosa County","12091",64373
"Florida","Okeechobee County","12093",46097
"Florida","Orange County","12095",61416
"Florida","Osceola County","12097",55538
"Florida","Palm Beach County","12099",65015
"Florida","Pasco County","12101",53431
"Florida","Pinellas County","12103",56419
"Florida","Polk County","12105",51535
"Florida","Putnam County","12107",40068
"Florida","Santa Rosa County","12113",70663
"Florida","Sarasota County","12115",64644
"Florida","Seminole County","12117",70297
"Florida","St. Johns County","12109",83803
"Florida","St. Lucie County","12111",55237
"Florida","Sumter County","12119",59618
"Florida","Suwannee County","12121",46280
"Florida","Taylor County","12123",38295
"Florida","Union County","12125",55139
"Florida","Volusia County","12127",52407
"Florida","Wakulla County","12129",67480
"Florida","Walton County","12131",67390
"Florida","Washington County","12133",37260
"Georgia","Appling County","13001",37924
"Georgia","Atkinson County","13003",35703
"Georgia","Bacon County","13005",36692
"Georgia","Baker County","13007",34034
"Georgia","Baldwin County","13009",46250
"Georgia","Banks County","13011",50912
"Georgia","Barrow County","13013",62990
"Georgia","Bartow County","13015",61226
"Georgia","Ben Hill County","13017",32077
"Georgia","Berrien County","13019",42089
"Georgia","Bibb County","13021",41317
"Georgia","Bleckley County","13023",46992
"Georgia","Brantley County","13025",34679
"Georgia","Brooks County","13027",37516
"Georgia","Bryan County","13029",76121
"Georgia","Bulloch County","13031",48786
"Georgia","Burke County","13033",45699
"Georgia","Butts County","13035",48282
"Georgia","Calhoun County","13037",41962
"Georgia","Camden County","13039",60594
"Georgia","Candler County","13043",36955
"Georgia","Carroll County","13045",59197
"Georgia","Catoosa County","13047",58932
"Georgia","Charlton County","13049",42743
"Georgia","Chatham County","13051",57739
"Georgia","Chattahoochee County","13053",45700
"Georgia","Chattooga County","13055",37351
"Georgia","Cherokee County","13057",84817
"Georgia","Clarke County","13059",40363
"Georgia","Clay County","13061",32434
"Georgia","Clayton County","13063",49460
"Georgia","Clinch County","13065",38844
"Georgia","Cobb County","13067",80830
"Georgia","Coffee County","13069",42526
"Georgia","Colquitt County","13071",36799
"Georgia","Columbia County","13073",82251
"Georgia","Cook County","13075",40943
"Georgia","Coweta County","13077",79795
"Georgia","Crawford County","13079",47917
"Georgia","Crisp County","13081",38272
"Georgia","Dade County","13083",40384
"Georgia","Dawson County","13085",72260
"Georgia","Decatur County","13087",40567
"Georgia","DeKalb County","13089",65116
"Georgia","Dodge County","13091",42211
"Georgia","Dooly County","13093",48039
"Georgia","Dougherty County","13095",40947
"Georgia","Douglas County","13097",67651
"Georgia","Early County","13099",34811
"Georgia","Echols County","13101",44454
"Georgia","Effingham County","13103",67050
